-0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 2.00000 0.00000 
-0.00019 0.00019 0.00024 0.00019 0.00011 0.00003 -0.00005 -0.00012 -0.00020 -0.00026 -0.00033 -0.00039 -0.00045 -0.00050 -0.00056 -0.00061 -0.00065 -0.00070 -0.00073 -0.00077 -0.00080 -0.00083 -0.00085 -0.00086 -0.00088 -0.00088 -0.00089 -0.00089 -0.00090 -0.00091 -0.00092 -0.00094 -0.00098 -0.00104 -0.00114 -0.00128 -0.00148 -0.00177 -0.00219 -0.00277 -0.00361 -0.00480 -0.00652 -0.00908 -0.01296 -0.01902 -0.02864 -0.04346 -0.06112 -0.04608 0.23623 1.43822 0.00000 
-0.00023 0.00023 0.00028 0.00012 -0.00012 -0.00038 -0.00065 -0.00092 -0.00117 -0.00142 -0.00165 -0.00187 -0.00209 -0.00229 -0.00248 -0.00266 -0.00283 -0.00299 -0.00313 -0.00326 -0.00337 -0.00347 -0.00355 -0.00361 -0.00366 -0.00369 -0.00371 -0.00373 -0.00375 -0.00378 -0.00383 -0.00391 -0.00405 -0.00426 -0.00459 -0.00506 -0.00575 -0.00671 -0.00805 -0.00991 -0.01248 -0.01602 -0.02090 -0.02766 -0.03698 -0.04959 -0.06557 -0.08127 -0.07767 0.01957 0.43765 1.32782 0.00000 
-0.00021 0.00021 0.00014 -0.00020 -0.00067 -0.00119 -0.00173 -0.00227 -0.00279 -0.00329 -0.00377 -0.00424 -0.00468 -0.00510 -0.00550 -0.00588 -0.00623 -0.00656 -0.00686 -0.00713 -0.00736 -0.00757 -0.00773 -0.00787 -0.00797 -0.00804 -0.00810 -0.00814 -0.00818 -0.00823 -0.00833 -0.00848 -0.00874 -0.00915 -0.00976 -0.01065 -0.01192 -0.01369 -0.01611 -0.01941 -0.02384 -0.02974 -0.03751 -0.04754 -0.06006 -0.07446 -0.08754 -0.08848 -0.04572 0.12127 0.57099 1.21602 0.00000 
-0.00011 0.00011 -0.00019 -0.00078 -0.00155 -0.00239 -0.00325 -0.00412 -0.00497 -0.00579 -0.00658 -0.00735 -0.00808 -0.00878 -0.00944 -0.01006 -0.01065 -0.01119 -0.01169 -0.01214 -0.01253 -0.01287 -0.01315 -0.01337 -0.01354 -0.01367 -0.01375 -0.01381 -0.01387 -0.01395 -0.01407 -0.01429 -0.01466 -0.01524 -0.01611 -0.01739 -0.01919 -0.02168 -0.02505 -0.02955 -0.03543 -0.04297 -0.05240 -0.06368 -0.07611 -0.08724 -0.09050 -0.06991 0.01038 0.21955 0.65749 1.13963 0.00000 
0.00006 -0.00006 -0.00069 -0.00162 -0.00274 -0.00395 -0.00519 -0.00643 -0.00764 -0.00883 -0.00998 -0.01109 -0.01215 -0.01317 -0.01413 -0.01505 -0.01590 -0.01670 -0.01742 -0.01807 -0.01865 -0.01914 -0.01956 -0.01988 -0.02013 -0.02031 -0.02043 -0.02050 -0.02056 -0.02063 -0.02076 -0.02100 -0.02142 -0.02210 -0.02315 -0.02468 -0.02685 -0.02983 -0.03382 -0.03903 -0.04566 -0.05383 -0.06345 -0.07388 -0.08339 -0.08781 -0.07810 -0.03585 0.07336 0.30370 0.71532 1.08938 0.00000 
0.00030 -0.00030 -0.00135 -0.00270 -0.00422 -0.00583 -0.00748 -0.00913 -0.01075 -0.01233 -0.01386 -0.01535 -0.01677 -0.01814 -0.01944 -0.02067 -0.02182 -0.02290 -0.02388 -0.02476 -0.02553 -0.02620 -0.02676 -0.02720 -0.02752 -0.02775 -0.02789 -0.02796 -0.02799 -0.02802 -0.02810 -0.02830 -0.02869 -0.02936 -0.03044 -0.03205 -0.03435 -0.03750 -0.04167 -0.04702 -0.05363 -0.06140 -0.06987 -0.07779 -0.08249 -0.07850 -0.05538 0.00563 0.13485 0.37329 0.75570 1.05545 0.00000 
0.00058 -0.00058 -0.00214 -0.00397 -0.00595 -0.00800 -0.01009 -0.01217 -0.01421 -0.01621 -0.01815 -0.02003 -0.02184 -0.02358 -0.02524 -0.02681 -0.02828 -0.02965 -0.03090 -0.03203 -0.03302 -0.03387 -0.03458 -0.03513 -0.03554 -0.03581 -0.03595 -0.03599 -0.03596 -0.03590 -0.03587 -0.03594 -0.03620 -0.03673 -0.03767 -0.03914 -0.04129 -0.04425 -0.04816 -0.05309 -0.05896 -0.06545 -0.07173 -0.07602 -0.07490 -0.06207 -0.02658 0.04943 0.19164 0.43060 0.78521 1.03153 0.00000 
0.00091 -0.00091 -0.00305 -0.00540 -0.00788 -0.01041 -0.01296 -0.01549 -0.01797 -0.02040 -0.02277 -0.02506 -0.02727 -0.02939 -0.03142 -0.03334 -0.03515 -0.03683 -0.03836 -0.03975 -0.04097 -0.04201 -0.04287 -0.04354 -0.04402 -0.04432 -0.04444 -0.04442 -0.04429 -0.04408 -0.04387 -0.04372 -0.04372 -0.04398 -0.04459 -0.04570 -0.04742 -0.04986 -0.05309 -0.05708 -0.06162 -0.06616 -0.06953 -0.06955 -0.06225 -0.04093 0.00533 0.09277 0.24288 0.47818 0.80769 1.01391 0.00000 
0.00127 -0.00127 -0.00405 -0.00697 -0.00998 -0.01301 -0.01603 -0.01902 -0.02196 -0.02483 -0.02762 -0.03033 -0.03295 -0.03547 -0.03788 -0.04017 -0.04232 -0.04432 -0.04616 -0.04781 -0.04927 -0.05051 -0.05152 -0.05230 -0.05285 -0.05315 -0.05324 -0.05312 -0.05284 -0.05243 -0.05196 -0.05149 -0.05112 -0.05094 -0.05105 -0.05157 -0.05260 -0.05421 -0.05640 -0.05904 -0.06180 -0.06390 -0.06394 -0.05940 -0.04600 -0.01689 0.03838 0.13432 0.28877 0.51820 0.82548 1.00040 0.00000 
