0.00038 0.00064 0.00146 0.00286 0.00480 0.00724 0.01014 0.01346 0.01717 0.02125 0.02566 0.03039 0.03544 0.04083 0.04665 0.05311 0.06061 0.06986 0.08216 0.09978 0.12658 0.16827 0.22837 0.27473 0.03948 0.00038 0.00064 0.00146 0.00286 0.00480 0.00724 0.01014 0.01346 0.01717 0.02125 0.02566 0.03039 0.03544 0.04083 0.04665 0.05311 0.06061 0.06986 0.08216 0.09978 0.12658 0.16827 0.22837 0.27473 0.03948 
0.00105 0.00263 0.00532 0.00923 0.01434 0.02060 0.02793 0.03627 0.04554 0.05568 0.06662 0.07829 0.09067 0.10378 0.11775 0.13285 0.14961 0.16888 0.19188 0.21994 0.25341 0.28764 0.30147 0.23461 0.03300 0.00105 0.00263 0.00532 0.00923 0.01434 0.02060 0.02793 0.03627 0.04554 0.05568 0.06662 0.07829 0.09067 0.10378 0.11775 0.13285 0.14961 0.16888 0.19188 0.21994 0.25341 0.28764 0.30147 0.23461 0.03300 
0.00166 0.00454 0.00897 0.01500 0.02260 0.03173 0.04230 0.05423 0.06743 0.08179 0.09720 0.11355 0.13074 0.14870 0.16741 0.18694 0.20745 0.22910 0.25178 0.27432 0.29260 0.29561 0.25988 0.15553 0.02090 0.00166 0.00454 0.00897 0.01500 0.02260 0.03173 0.04230 0.05423 0.06743 0.08179 0.09720 0.11355 0.13074 0.14870 0.16741 0.18694 0.20745 0.22910 0.25178 0.27432 0.29260 0.29561 0.25988 0.15553 0.02090 
0.00213 0.00605 0.01188 0.01954 0.02896 0.04009 0.05285 0.06715 0.08288 0.09991 0.11809 0.13723 0.15713 0.17757 0.19831 0.21905 0.23940 0.25867 0.27544 0.28674 0.28652 0.26381 0.20342 0.10161 0.01316 0.00213 0.00605 0.01188 0.01954 0.02896 0.04009 0.05285 0.06715 0.08288 0.09991 0.11809 0.13723 0.15713 0.17757 0.19831 0.21905 0.23940 0.25867 0.27544 0.28674 0.28652 0.26381 0.20342 0.10161 0.01316 
0.00244 0.00709 0.01387 0.02261 0.03319 0.04554 0.05957 0.07520 0.09231 0.11075 0.13032 0.15077 0.17179 0.19298 0.21385 0.23376 0.25180 0.26661 0.27599 0.27626 0.26157 0.22383 0.15663 0.06863 0.00864 0.00244 0.00709 0.01387 0.02261 0.03319 0.04554 0.05957 0.07520 0.09231 0.11075 0.13032 0.15077 0.17179 0.19298 0.21385 0.23376 0.25180 0.26661 0.27599 0.27626 0.26157 0.22383 0.15663 0.06863 0.00864 
0.00260 0.00764 0.01492 0.02419 0.03530 0.04814 0.06265 0.07874 0.09628 0.11512 0.13503 0.15569 0.17669 0.19749 0.21737 0.23539 0.25031 0.26037 0.26308 0.25487 0.23104 0.18676 0.12153 0.04833 0.00593 0.00260 0.00764 0.01492 0.02419 0.03530 0.04814 0.06265 0.07874 0.09628 0.11512 0.13503 0.15569 0.17669 0.19749 0.21737 0.23539 0.25031 0.26037 0.26308 0.25487 0.23104 0.18676 0.12153 0.04833 0.00593 
0.00264 0.00775 0.01510 0.02438 0.03542 0.04811 0.06240 0.07819 0.09539 0.11383 0.13327 0.15335 0.17358 0.19330 0.21163 0.22745 0.23929 0.24525 0.24288 0.22910 0.20057 0.15518 0.09558 0.03533 0.00423 0.00264 0.00775 0.01510 0.02438 0.03542 0.04811 0.06240 0.07819 0.09539 0.11383 0.13327 0.15335 0.17358 0.19330 0.21163 0.22745 0.23929 0.24525 0.24288 0.22910 0.20057 0.15518 0.09558 0.03533 0.00423 
0.00256 0.00747 0.01449 0.02330 0.03373 0.04570 0.05914 0.07400 0.09021 0.10760 0.12596 0.14489 0.16386 0.18214 0.19876 0.21247 0.22172 0.22462 0.21892 0.20217 0.17221 0.12877 0.07601 0.02656 0.00309 0.00256 0.00747 0.01449 0.02330 0.03373 0.04570 0.05914 0.07400 0.09021 0.10760 0.12596 0.14489 0.16386 0.18214 0.19876 0.21247 0.22172 0.22462 0.21892 0.20217 0.17221 0.12877 0.07601 0.02656 0.00309 
0.00239 0.00685 0.01318 0.02110 0.03044 0.04115 0.05320 0.06657 0.08122 0.09704 0.11380 0.13116 0.14856 0.16524 0.18019 0.19211 0.19946 0.20041 0.19300 0.17532 0.14620 0.10642 0.06073 0.02026 0.00228 0.00239 0.00685 0.01318 0.02110 0.03044 0.04115 0.05320 0.06657 0.08122 0.09704 0.11380 0.13116 0.14856 0.16524 0.18019 0.19211 0.19946 0.20041 0.19300 0.17532 0.14620 0.10642 0.06073 0.02026 0.00228 
0.00213 0.00594 0.01127 0.01791 0.02573 0.03472 0.04489 0.05627 0.06888 0.08263 0.09738 0.11281 0.12839 0.14340 0.15681 0.16736 0.17352 0.17359 0.16586 0.14887 0.12213 0.08700 0.04826 0.01545 0.00167 0.00213 0.00594 0.01127 0.01791 0.02573 0.03472 0.04489 0.05627 0.06888 0.08263 0.09738 0.11281 0.12839 0.14340 0.15681 0.16736 0.17352 0.17359 0.16586 0.14887 0.12213 0.08700 0.04826 0.01545 0.00167 
0.00181 0.00476 0.00884 0.01388 0.01982 0.02668 0.03455 0.04350 0.05360 0.06485 0.07717 0.09033 0.10387 0.11712 0.12913 0.13868 0.14431 0.14444 0.13757 0.12258 0.09935 0.06952 0.03757 0.01150 0.00117 0.00181 0.00476 0.00884 0.01388 0.01982 0.02668 0.03455 0.04350 0.05360 0.06485 0.07717 0.09033 0.10387 0.11712 0.12913 0.13868 0.14431 0.14444 0.13757 0.12258 0.09935 0.06952 0.03757 0.01150 0.00117 
