0.00000 -0.00009 -0.00006 -0.00007 -0.00016 -0.00033 -0.00059 -0.00091 -0.00131 -0.00178 -0.00232 -0.00292 -0.00357 -0.00428 -0.00505 -0.00586 -0.00673 -0.00763 -0.00858 -0.00956 -0.01057 -0.01161 -0.01267 -0.01374 -0.01483 -0.01593 -0.01703 -0.01814 -0.01925 -0.02037 -0.02150 -0.02266 -0.02385 -0.02511 -0.02647 -0.02796 -0.02967 -0.03166 -0.03408 -0.03708 -0.04093 -0.04597 -0.05276 -0.06212 -0.07538 -0.09473 -0.12375 -0.16766 -0.22928 -0.27579 0.00000 -0.00000 
0.00000 0.00009 0.00006 0.00007 0.00016 0.00033 0.00059 0.00091 0.00131 0.00178 0.00232 0.00292 0.00357 0.00429 0.00505 0.00587 0.00673 0.00763 0.00858 0.00956 0.01057 0.01161 0.01267 0.01375 0.01483 0.01593 0.01704 0.01814 0.01925 0.02037 0.02151 0.02266 0.02386 0.02512 0.02647 0.02797 0.02967 0.03166 0.03408 0.03708 0.04093 0.04597 0.05276 0.06212 0.07538 0.09473 0.12375 0.16766 0.22928 0.27579 0.03975 0.00000 
0.00000 0.00017 0.00027 0.00047 0.00084 0.00139 0.00213 0.00307 0.00418 0.00548 0.00695 0.00858 0.01036 0.01230 0.01437 0.01658 0.01891 0.02135 0.02390 0.02655 0.02928 0.03207 0.03493 0.03783 0.04077 0.04374 0.04672 0.04972 0.05273 0.05577 0.05885 0.06198 0.06522 0.06861 0.07223 0.07620 0.08064 0.08577 0.09183 0.09917 0.10826 0.11972 0.13435 0.15321 0.17754 0.20845 0.24573 0.28385 0.30057 0.23488 0.03317 0.00000 
0.00000 0.00024 0.00052 0.00098 0.00167 0.00262 0.00384 0.00533 0.00709 0.00911 0.01138 0.01390 0.01665 0.01962 0.02280 0.02618 0.02974 0.03348 0.03738 0.04141 0.04558 0.04984 0.05420 0.05863 0.06312 0.06764 0.07220 0.07678 0.08138 0.08601 0.09068 0.09543 0.10031 0.10538 0.11074 0.11652 0.12290 0.13008 0.13836 0.14809 0.15969 0.17367 0.19055 0.21071 0.23408 0.25921 0.28137 0.28864 0.25653 0.15450 0.02092 0.00000 
0.00000 0.00031 0.00078 0.00151 0.00253 0.00387 0.00554 0.00754 0.00987 0.01253 0.01550 0.01877 0.02233 0.02617 0.03027 0.03463 0.03922 0.04403 0.04904 0.05423 0.05957 0.06505 0.07065 0.07634 0.08209 0.08790 0.09374 0.09960 0.10548 0.11138 0.11732 0.12332 0.12943 0.13571 0.14226 0.14920 0.15668 0.16489 0.17406 0.18443 0.19626 0.20974 0.22488 0.24126 0.25751 0.27043 0.27342 0.25470 0.19829 0.09969 0.01309 0.00000 
0.00000 0.00038 0.00103 0.00201 0.00335 0.00506 0.00714 0.00960 0.01244 0.01564 0.01920 0.02310 0.02734 0.03191 0.03678 0.04194 0.04737 0.05305 0.05897 0.06509 0.07140 0.07787 0.08447 0.09117 0.09795 0.10479 0.11165 0.11853 0.12541 0.13229 0.13917 0.14608 0.15304 0.16010 0.16734 0.17484 0.18272 0.19109 0.20007 0.20978 0.22023 0.23131 0.24256 0.25292 0.26032 0.26090 0.24838 0.21407 0.15075 0.06637 0.00853 0.00000 
0.00000 0.00045 0.00125 0.00247 0.00410 0.00614 0.00859 0.01145 0.01471 0.01838 0.02243 0.02687 0.03167 0.03682 0.04231 0.04812 0.05423 0.06062 0.06727 0.07415 0.08123 0.08848 0.09588 0.10339 0.11098 0.11862 0.12628 0.13394 0.14157 0.14917 0.15671 0.16422 0.17169 0.17916 0.18667 0.19425 0.20196 0.20983 0.21790 0.22610 0.23427 0.24202 0.24858 0.25259 0.25171 0.24232 0.21942 0.17766 0.11590 0.04618 0.00585 0.00000 
0.00000 0.00050 0.00145 0.00287 0.00474 0.00707 0.00984 0.01304 0.01667 0.02072 0.02519 0.03005 0.03530 0.04093 0.04691 0.05324 0.05989 0.06684 0.07406 0.08153 0.08921 0.09708 0.10511 0.11325 0.12146 0.12972 0.13798 0.14621 0.15439 0.16247 0.17044 0.17829 0.18600 0.19358 0.20101 0.20831 0.21545 0.22241 0.22910 0.23535 0.24084 0.24503 0.24699 0.24525 0.23762 0.22106 0.19204 0.14799 0.09099 0.03364 0.00421 0.00000 
0.00000 0.00055 0.00160 0.00319 0.00528 0.00785 0.01088 0.01436 0.01829 0.02265 0.02744 0.03265 0.03825 0.04425 0.05062 0.05735 0.06441 0.07179 0.07945 0.08738 0.09553 0.10387 0.11237 0.12099 0.12967 0.13839 0.14709 0.15573 0.16426 0.17265 0.18086 0.18884 0.19658 0.20402 0.21115 0.21790 0.22423 0.23002 0.23512 0.23927 0.24207 0.24287 0.24073 0.23425 0.22152 0.20021 0.16808 0.12452 0.07314 0.02557 0.00317 0.00000 
0.00000 0.00058 0.00173 0.00345 0.00570 0.00846 0.01170 0.01541 0.01957 0.02418 0.02922 0.03468 0.04055 0.04682 0.05348 0.06050 0.06788 0.07557 0.08357 0.09183 0.10033 0.10903 0.11788 0.12685 0.13588 0.14492 0.15392 0.16282 0.17158 0.18013 0.18841 0.19638 0.20398 0.21114 0.21779 0.22386 0.22923 0.23376 0.23722 0.23932 0.23960 0.23741 0.23184 0.22164 0.20528 0.18107 0.14782 0.10610 0.06013 0.02018 0.00248 0.00000 
0.00000 0.00060 0.00182 0.00364 0.00602 0.00892 0.01232 0.01619 0.02052 0.02530 0.03052 0.03616 0.04222 0.04869 0.05555 0.06278 0.07036 0.07828 0.08651 0.09502 0.10376 0.11271 0.12182 0.13103 0.14030 0.14956 0.15876 0.16782 0.17669 0.18528 0.19354 0.20138 0.20873 0.21550 0.22159 0.22689 0.23126 0.23452 0.23642 0.23663 0.23468 0.22996 0.22164 0.20867 0.18985 0.16405 0.13089 0.09158 0.05047 0.01642 0.00200 0.00000 
0.00000 0.00062 0.00188 0.00377 0.00624 0.00924 0.01274 0.01672 0.02116 0.02605 0.03138 0.03713 0.04331 0.04989 0.05686 0.06422 0.07194 0.08000 0.08838 0.09704 0.10595 0.11506 0.12434 0.13371 0.14314 0.15254 0.16184 0.17099 0.17988 0.18845 0.19660 0.20424 0.21127 0.21759 0.22308 0.22761 0.23100 0.23306 0.23352 0.23206 0.22822 0.22143 0.21097 0.19600 0.17561 0.14917 0.11676 0.08000 0.04313 0.01371 0.00166 0.00000 
0.00000 0.00063 0.00192 0.00385 0.00636 0.00942 0.01297 0.01700 0.02150 0.02644 0.03181 0.03761 0.04383 0.05045 0.05748 0.06489 0.07267 0.08079 0.08925 0.09799 0.10699 0.11620 0.12557 0.13505 0.14456 0.15403 0.16339 0.17255 0.18141 0.18989 0.19789 0.20529 0.21198 0.21784 0.22273 0.22650 0.22898 0.22995 0.22914 0.22624 0.22083 0.21240 0.20034 0.18398 0.16269 0.13620 0.10492 0.07067 0.03743 0.01169 0.00140 0.00000 
0.00000 0.00063 0.00193 0.00387 0.00640 0.00946 0.01303 0.01706 0.02155 0.02648 0.03184 0.03762 0.04381 0.05042 0.05742 0.06482 0.07259 0.08072 0.08918 0.09795 0.10697 0.11622 0.12563 0.13514 0.14469 0.15418 0.16355 0.17268 0.18148 0.18985 0.19766 0.20480 0.21114 0.21655 0.22088 0.22396 0.22561 0.22561 0.22372 0.21962 0.21294 0.20324 0.19002 0.17275 0.15106 0.12490 0.09493 0.06304 0.03291 0.01014 0.00120 0.00000 
0.00000 0.00063 0.00192 0.00385 0.00635 0.00939 0.01291 0.01690 0.02133 0.02619 0.03147 0.03718 0.04329 0.04981 0.05673 0.06405 0.07175 0.07982 0.08823 0.09695 0.10595 0.11518 0.12458 0.13409 0.14362 0.15311 0.16244 0.17152 0.18024 0.18847 0.19610 0.20298 0.20900 0.21399 0.21780 0.22026 0.22119 0.22037 0.21757 0.21250 0.20483 0.19418 0.18014 0.16235 0.14060 0.11502 0.08642 0.05671 0.02925 0.00892 0.00105 0.00000 
0.00000 0.00062 0.00189 0.00378 0.00623 0.00920 0.01264 0.01653 0.02085 0.02559 0.03074 0.03630 0.04227 0.04865 0.05543 0.06261 0.07018 0.07812 0.08643 0.09506 0.10398 0.11314 0.12248 0.13194 0.14144 0.15087 0.16015 0.16916 0.17778 0.18588 0.19333 0.19999 0.20570 0.21032 0.21368 0.21562 0.21594 0.21444 0.21091 0.20507 0.19664 0.18531 0.17075 0.15273 0.13116 0.10632 0.07910 0.05137 0.02623 0.00792 0.00092 0.00000 
